txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trial_start,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,trial_end,Q1_Slider.response,Q2_Slider.response,Q3_Slider.response,Q4_Slider.response,Q5_Slider.response,Q6_Slider.response,Q7_Slider.response,Q8_Slider.response,Q9_Slider.response,Q10_Slider.response,Q11_Slider.response,Q12_Slider.response,Q13_Slider.response,Q14_Slider.response,Q15_Slider.response,Q16_Slider.response,Q17_Slider.response,Q18_Slider.response,Q19_Slider.response,Q20_Slider.response,Q21_Slider.response,Q22_Slider.response,Q23_Slider.response,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,Choice_3_Intro_Txt.started,Choice_3_Intro_Txt.stopped,Question_Txt_8.started,Question_Txt_8.stopped,Accept_Deny_Button_8.response,Accept_Deny_Button_8.rt,Accept_Deny_Button_8.started,Accept_Deny_Button_8.stopped,ConfidenceSlider_8.response,ConfidenceSlider_8.rt,ConfidenceSlider_8.started,ConfidenceSlider_8.stopped,Experimental_Images_8.started,Experimental_Images_8.stopped,DenySlider_8.response,DenySlider_8.rt,DenySlider_8.started,DenySlider_8.stopped,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.time,mouse_11.clicked_name,mouse_11.started,mouse_11.stopped,Click_to_Continue_11.started,Click_to_Continue_11.stopped,end_Txt.started,end_Txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 10:,stim/Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg.png,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:46:20",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:47:06",,,,,,,,,,,,,,,,,,,,,,,,1391.9129430000003,1401.9353634,1401.9353634,None,1.0,42.745221899999706,1401.9353634,None,3.0,43.346191499999804,1401.9353634,None,2.0,45.13293739999972,1401.9353634,None,"[-0.55925924, -0.45, 0.40462962, 0.6064815]","[-0.1037037, -0.29166666, -0.19537038, -0.4648148]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[32.6500231, 33.25178770000002, 35.021403400000054, 35.85735440000008]",['Click_to_Continue_8'],9.99956586999906,None,1437.0813177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 11:,stim/Au_ani_00048.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00048.jpg.png,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:47:06",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:47:34",,,,,,,,,,,,,,,,,,,,,,,,1437.8259324,1447.8615052000005,1447.8358297000004,None,1.0,19.178238299999975,1447.8358297000004,None,4.0,20.590861499999846,1447.8358297000004,None,1.0,26.512835300000006,1447.8358297000004,None,"[-0.5685185, -0.34907407, 0.30277777, 0.5314815, 0.54351854]","[-0.12314815, -0.30555555, -0.20925926, -0.4185185, -0.44814816]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[9.042196800000056, 10.469778200000292, 16.437233900000138, 17.347843399999874, 17.854610800000046]",['Click_to_Continue_8'],10.024717659999624,None,1464.3805570000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 12:,stim/Tp_D_CRN_M_N_nat00084_nat00086_10073.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_nat00084_nat00086_10073.tif.png,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:47:34",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:48:20",,,,,,,,,,,,,,,,,,,,,,,,1465.7447093,1475.7863050000005,1475.7617906000005,None,1.0,41.716609699999935,1475.7617906000005,None,3.0,42.65829180000037,1475.7617906000005,None,2.0,44.72282329999962,1475.7617906000005,None,"[-0.55925924, -0.45555556, 0.40185186, 0.55925924]","[-0.10277778, -0.29814816, -0.18611111, -0.45092592]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[31.5987185999993, 32.51503769999999, 34.60014390000015, 35.57579889999943]",['Click_to_Continue_8'],10.037109460000465,None,1510.5021301000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 13:,stim/Au_ani_00070.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00070.jpg.png,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:48:20",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:48:44",,,,,,,,,,,,,,,,,,,,,,,,1511.3861406000005,1521.4228029000005,1521.3982047,None,1.0,12.965759300000173,1521.3982047,None,5.0,13.793767500000286,1521.3982047,None,1.0,23.29762009999922,1521.3982047,None,"[-0.57222223, -0.2462963, 0.29074073, 0.5685185]","[-0.11203704, -0.30185184, -0.19259259, -0.44351852]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.8225067000003037, 3.679770400000052, 13.21864960000039, 14.078901400000177]",['Click_to_Continue_8'],10.020854669998698,None,1534.7190739000007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 14:,stim/Tp_D_CRN_S_B_pla00041_pla00040_10978.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_S_B_pla00041_pla00040_10978.jpg.png,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:48:44",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:49:09",,,,,,,,,,,,,,,,,,,,,,,,1535.5240750000003,1545.5577790000007,1545.5320940000001,None,1.0,15.237344099999973,1545.5320940000001,None,4.0,15.998754999999619,1545.5320940000001,None,3.0,24.476673699999992,1545.5320940000001,None,"[-0.5555556, -0.3398148, 0.4787037, 0.55925924]","[-0.108333334, -0.30833334, -0.19814815, -0.45833334]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5.104321099999652, 5.888043699999798, 14.401615999999194, 15.257869799999753]",['Click_to_Continue_8'],10.017603270001018,None,1560.0459256000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 15:,stim/Au_ani_00093.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00093.jpg.png,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:49:09",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:49:54",,,,,,,,,,,,,,,,,,,,,,,,1560.8433344000005,1570.8641921000008,1570.8641921000008,None,2.0,38.93424909999976,1570.8641921000008,None,4.0,43.69205149999925,1570.8641921000008,None,3.0,44.709308199999214,1570.8641921000008,None,"[-0.3175926, -0.35925925, 0.4925926, 0.5472222]","[-0.11018518, -0.2962963, -0.20185184, -0.425]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[28.81363340000007, 33.55495249999967, 34.60012049999932, 35.36139099999946]",['Click_to_Continue_8'],10.024897870001041,None,1605.5871336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 16:,stim/Tp_D_CRN_M_N_arc00045_arc00046_10084.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_arc00045_arc00046_10084.tif.png,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:49:54",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:50:12",,,,,,,,,,,,,,,,,,,,,,,,1606.2705992,1616.3104454000004,1616.2792286000004,None,1.0,12.832514300000184,1616.2792286000004,None,5.0,14.055178700000397,1616.2792286000004,None,1.0,16.82967760000065,1616.2792286000004,None,"[-0.5796296, -0.25277779, 0.3074074, 0.5472222]","[-0.10185185, -0.29166666, -0.2, -0.4601852]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[2.7217631000003166, 3.943582800000513, 6.704597400000239, 7.804040400000304]",['Click_to_Continue_8'],10.020506470000328,None,1623.1386228000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 17:,stim/Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg.png,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:50:12",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:50:56",,,,,,,,,,,,,,,,,,,,,,,,1624.1397606,1634.1853763,1634.1499848000003,None,1.0,14.62310189999971,1634.1499848000003,None,3.0,39.518436599999404,1634.1499848000003,None,3.0,40.59046390000003,1634.1499848000003,None,"[-0.5703704, -0.45185184, 0.50648147, 0.54814816]","[-0.11203704, -0.2888889, -0.19629629, -0.4564815]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.506784299999708, 29.399827799999912, 30.48866090000047, 33.37488719999965]",['Click_to_Continue_8'],10.029864260000068,None,1664.7619776000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 18:,stim/Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg.png,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:50:56",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:51:24",,,,,,,,,,,,,,,,,,,,,,,,1667.5746706,1677.5937645000004,1677.5937645000004,None,2.0,19.26552080000056,1677.5937645000004,None,4.0,20.44795520000025,1677.5937645000004,None,3.0,27.276617499999702,1677.5937645000004,None,"[-0.33055556, -0.34537038, 0.5101852, 0.49166667, 0.5324074]","[-0.094444446, -0.29722223, -0.21111111, -0.21666667, -0.44351852]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[9.151424800000314, 10.35446150000007, 16.342293699999573, 17.196721700000126, 17.995264500000303]",['Click_to_Continue_8'],10.026311769999666,None,1694.8876807000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 19:,stim/Au_nat_20060.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Au_nat_20060.jpg.png,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:51:24",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:52:34",,,,,,,,,,,,,,,,,,,,,,,,1695.6467126000007,1705.6871911000007,1705.6620680000005,None,1.0,42.166936600000554,1705.6620680000005,None,3.0,67.84924030000002,1705.6620680000005,None,3.0,69.92260030000034,1705.6620680000005,None,"[-0.5888889, -0.5777778, -0.45185184, 0.51111114, 0.51203704, 0.5083333, 0.5537037]","[-0.1037037, -0.09537037, -0.29074073, -0.19814815, -0.2, -0.20092593, -0.42962962]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[30.559342800000195, 32.031745299999784, 57.72770700000001, 58.904442900000504, 59.314230699999825, 59.81359150000026, 60.585713500000566]",['Click_to_Continue_8'],10.033386560000508,None,1765.6016097000002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 1:,stim/Tp_D_CNN_S_B_sec00023_sec00022_00044.tif,"The AI system has determined that the above image is not authentic. 
Do you accept or deny this claim?",stim/image_based_Tp_D_CNN_S_B_sec00023_sec00022_00044.tif.png,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:54:11",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:54:37",,,,,,,,,,,,,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862.4205008,1872.4445018000006,1872.4445018000006,None,1.0,22.212543100000403,1872.4445018000006,None,5.0,23.458559100000457,1872.4445018000006,None,1872.4445018000006,None,3.0,25.39918619999935,1872.4445018000006,None,"[-0.5861111, -0.25462964, 0.51944447, 0.51944447, 0.4925926, 0.5842593]","[-0.096296296, -0.28425926, -0.18333334, -0.19351852, -0.19814815, -0.46574074]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[12.065531999999621, 13.352488099999391, 14.423164499999984, 14.835550099999637, 15.27202699999998, 16.104948899999727]",['Click_to_Continue_7'],10.033430670000598,None,1887.8480199000005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 2:,stim/Au_art_30124.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_art_30124.jpg,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:54:37",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:55:06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.5885480000006,1898.6075005000002,1898.5828594000004,None,1.0,22.372497000000294,1898.5828594000004,None,5.0,23.362784300000385,1898.5828594000004,None,1898.5828594000004,None,1.0,28.78768719999971,1898.5828594000004,None,"[-0.5574074, -0.24259259, 0.3074074, 0.5740741]","[-0.1037037, -0.2962963, -0.20462963, -0.45277777]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[12.276268399999935, 13.285958600000413, 18.68977730000006, 19.510021699999925]",['Click_to_Continue_7'],10.013144969999303,None,1917.4054047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 3:,stim/Au_cha_00098.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_cha_00098.jpg,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:55:06",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:55:39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918.1279453000006,1928.1551969000002,1928.1551969000002,None,2.0,29.400139200000012,1928.1551969000002,None,4.0,29.916627399999925,1928.1551969000002,None,1928.1551969000002,None,1.0,32.23997370000052,1928.1551969000002,None,"[-0.3425926, -0.34907407, 0.28148147, 0.30462962, 0.5740741]","[-0.098148145, -0.28796297, -0.2037037, -0.21203704, -0.45833334]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[19.250728299999537, 19.788192799999706, 21.379130699999223, 22.112133899999208, 22.955167499999334]",['Click_to_Continue_7'],10.03396518000045,None,1950.3949738000001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 4:,stim/Au_cha_30078.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/Au_cha_30078.jpg,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:55:39",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:56:04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951.157389,1961.1891572000004,1961.1638255000007,None,1.0,19.17001099999925,1961.1638255000007,None,5.0,20.51805300000069,1961.1638255000007,None,1961.1638255000007,None,3.0,24.407084399999803,1961.1638255000007,None,"[-0.5824074, -0.2537037, 0.5148148, 0.5092593, 0.55925924]","[-0.10277778, -0.29259259, -0.20555556, -0.2074074, -0.44722223]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[9.018794499999785, 10.393547799999396, 13.359099499999502, 14.266883599999346, 15.105408299999908]",['Click_to_Continue_7'],10.018241869999656,None,1975.5926829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 5:,stim/Tp_D_CNN_S_B_txt00055_txt00047_11328.jpg.png,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Tp_D_CNN_S_B_txt00055_txt00047_11328.jpg.png,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:56:05",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:56:42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.3140395,1986.3391220000003,1986.3173470000002,None,1.0,34.29184699999951,1986.3173470000002,None,3.0,35.45975360000011,1986.3173470000002,None,1986.3173470000002,None,3.0,37.11251470000025,1986.3173470000002,None,"[-0.58148146, -0.4537037, 0.49166667, 0.51944447]","[-0.09259259, -0.29907408, -0.20833333, -0.4564815]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[24.152627600000415, 25.369883900000787, 27.02932510000028, 27.71806640000068]",['Click_to_Continue_7'],10.016931270000896,None,2013.4546987000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 6:,stim/Tp_D_CNN_S_N_ani10198_ani10197_12407.jpg.png,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Tp_D_CNN_S_N_ani10198_ani10197_12407.jpg.png,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:56:42",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:57:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0801096000005,2024.0966725000008,2024.0966725000008,None,1.0,17.35782680000011,2024.0966725000008,None,5.0,18.51659329999984,2024.0966725000008,None,2024.0966725000008,None,3.0,19.440200099999856,2024.0966725000008,None,"[-0.56296295, -0.25, 0.4925926, 0.5472222]","[-0.10185185, -0.2898148, -0.18148148, -0.44074073]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[7.2536895000002914, 8.376385600000503, 9.314251600000716, 10.08209640000041]",['Click_to_Continue_7'],10.029409370000394,None,2033.5498355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
Question 7:,stim/Tp_D_CRD_S_N_ind00029_ind00088_00444.tif.png,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/image_based_Tp_D_CRD_S_N_ind00029_ind00088_00444.tif.png,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:57:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, July 26, 2022 09:57:39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034.2211988,2044.2563422000003,2044.2314304000001,None,2.0,32.320388600000115,2044.2314304000001,None,4.0,33.98885800000062,2044.2314304000001,None,2044.2314304000001,None,1.0,35.99518470000021,2044.2314304000001,None,"[-0.32314816, -0.35740742, 0.30833334, 0.5361111]","[-0.09351852, -0.30555555, -0.21111111, -0.4564815]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[22.192586699999993, 23.870349499999975, 25.906274400000257, 27.01015330000064]",['Click_to_Continue_7'],10.025456770000346,None,2070.2455622000007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2022-07-26_09h26.11.500,CSVTrial,2022.1.3,60.91458374313905,
